IndexText,Text
"Senior Enforcement Counsel: Can we go?
Attorney General of NY: Yes, he would like.
Senior Enforcement Counsel: I will now use my moment to.
Senior Enforcement Counsel: Go off the record.","Donald Trump: If you'd like, I could read the.
Donald Trump: Statement, but very little.
Senior Enforcement Counsel: Well.
Attorney General of NY: Read the statement.
Senior Enforcement Counsel: Can we go?
Attorney General of NY: Yes, he would like.
Senior Enforcement Counsel: I will now use my moment to.
Senior Enforcement Counsel: Go off the record.
Attorney General of NY: Thank you.
Court Reporter: Sorry.
Attorney General of NY: Just read the statement.
Videographer: We are going off the record at 09:44 a.m. We're back on the record."
"Attorney General of NY: Thank you.
Court Reporter: Sorry.
Attorney General of NY: Just read the statement.
Videographer: We are going off the record at 09:44 a.m. We're back on the record.","Senior Enforcement Counsel: Can we go?
Attorney General of NY: Yes, he would like.
Senior Enforcement Counsel: I will now use my moment to.
Senior Enforcement Counsel: Go off the record.
Attorney General of NY: Thank you.
Court Reporter: Sorry.
Attorney General of NY: Just read the statement.
Videographer: We are going off the record at 09:44 a.m. We're back on the record.
Senior Enforcement Counsel: At 09:45 a.m.. Mr. Trump, I understand you have a statement that you wanted to read into the record.
Donald Trump: Yes.
Senior Enforcement Counsel: Would you please feel free to start at any time.
Donald Trump: Thank you very much."
"Senior Enforcement Counsel: At 09:45 a.m.. Mr. Trump, I understand you have a statement that you wanted to read into the record.
Donald Trump: Yes.
Senior Enforcement Counsel: Would you please feel free to start at any time.
Donald Trump: Thank you very much.","Attorney General of NY: Thank you.
Court Reporter: Sorry.
Attorney General of NY: Just read the statement.
Videographer: We are going off the record at 09:44 a.m. We're back on the record.
Senior Enforcement Counsel: At 09:45 a.m.. Mr. Trump, I understand you have a statement that you wanted to read into the record.
Donald Trump: Yes.
Senior Enforcement Counsel: Would you please feel free to start at any time.
Donald Trump: Thank you very much.
Donald Trump: This is the greatest witch hunt in the history of our country. There has never been another president, or perhaps even another politician who has been persecuted, harassed, and in every other way unfairly treated like President Donald J. Trump. What letitia James has tried to do the last number of years is a disgrace to the legal system and affront to the New York State taxpayers and a violation of the solemn rights and protections afforded by the United States Constitution. She developed a political platform and made a career out of maliciously attacking me and my business before she even understood or was elected or reviewed one of the millions of pages of documents we willingly produced. We willingly produced these documents. James proclaimed that she, quote, looks forward to going into the office of Attorney general every day, suing me and then going home. This is during her campaign. She announced that she was obsessed with, quote, taking me on, taking me on, and that her eyes were set on Trump Tower, quote, Trump Tower. She even assured her supporters as an election promise very strongly that, quote, we're going to definitely sue him before she even knew anything about me. We're going to be a real pain in his ass. He's going to know my name personally. And she claimed I was on an illegitimate, and that it was an illegitimate president, quote, illegitimate president. In her AG speech, she promised to, quote, shine a bright light into every dark corner of Trump's real estate holdings. Shortly thereafter, she vowed to, quote, use every area of the law to investigate President Trump and his business transactions and that of his family as well. She knows nothing about us. This is when she knew absolutely nothing about us. It was very unfair. This whole thing is very unfair. As a pretense for commencing her bogus investigation, Letitia James relied on the testimony of Michael Cohen, a convicted felon and liar. The Southern District of New York astutely described Cohen as a man who, quote, repeatedly used his power and influence for deceptive ends by engaging in, quote, extensive, deliberate and serious criminal conduct consistent with a, quote, pattern of deception that permeated his professional life. This was in a long, many page statement by him. It only gets worse. This is the witness, a stone cold loSer, real loser, that she used to justify her obsessive work, her obsessive investigation of me, even though he got in civil and criminal trouble for representing himself on a taxi cab company that he had and other things, and also others. As a lawyer, I once asked.
Attorney General of NY: If.
Donald Trump: You'Re innocent, why are you taking the Fifth Amendment? I was asking that question. Now I know the answer to that question. When your family, your company, and all the people in your orbit have become the targets of an unfounded, politically motivated witch hunt supported by lawyers, prosecutors, and even the fake news media, you really have no choice. We cannot permit a renegade and out of control prosecutor to use this investigation as a means of advancing her political career. New York deserves better, and this country deserves better. Being a prosecutor is a very important thing. This is a vindictive and self serving fishing expedition the likes of which this country has perhaps never seen before. If there was any question in my mind, the raid on my home two days ago, Mar a Lago, Palm Beach, Florida, by the FBI just two days prior to this deposition, think of it. Wiped out any of that uncertainty. I have absolutely no choice, because the current administration and many prosecutors in this country have lost all moral and ethical bounds of decency. Anyone in my position not taking the Fifth Amendment would be a fool. An absolute fool. One statement or answer that is ever so slightly off, just ever so slightly by accident, by mistake, such as it was a sunny, beautiful day, when actually it was slightly overcast, would be met by law enforcement at a level seldom seen in this country. Because I've experienced it. The United States Constitution exists for this very purpose, and I will utilize it to the fullest extent and defend myself against this malicious attack by this administration, this Attorney General's office, and all other attacks on my family, my business, and our country. Accordingly, under the advice of my counsel, and for all of the above reasons, I respectfully decline to answer the questions. Under the rights and privileges afforded to every citizen under the United States Constitution, this will be my answer to any further questions.
Senior Enforcement Counsel: Include, among the rights and privileges afforded every citizen under the United States Constitution, does that include the Fifth Amendment right to avoid incrimination?"
"Donald Trump: This is the greatest witch hunt in the history of our country. There has never been another president, or perhaps even another politician who has been persecuted, harassed, and in every other way unfairly treated like President Donald J. Trump. What letitia James has tried to do the last number of years is a disgrace to the legal system and affront to the New York State taxpayers and a violation of the solemn rights and protections afforded by the United States Constitution. She developed a political platform and made a career out of maliciously attacking me and my business before she even understood or was elected or reviewed one of the millions of pages of documents we willingly produced. We willingly produced these documents. James proclaimed that she, quote, looks forward to going into the office of Attorney general every day, suing me and then going home. This is during her campaign. She announced that she was obsessed with, quote, taking me on, taking me on, and that her eyes were set on Trump Tower, quote, Trump Tower. She even assured her supporters as an election promise very strongly that, quote, we're going to definitely sue him before she even knew anything about me. We're going to be a real pain in his ass. He's going to know my name personally. And she claimed I was on an illegitimate, and that it was an illegitimate president, quote, illegitimate president. In her AG speech, she promised to, quote, shine a bright light into every dark corner of Trump's real estate holdings. Shortly thereafter, she vowed to, quote, use every area of the law to investigate President Trump and his business transactions and that of his family as well. She knows nothing about us. This is when she knew absolutely nothing about us. It was very unfair. This whole thing is very unfair. As a pretense for commencing her bogus investigation, Letitia James relied on the testimony of Michael Cohen, a convicted felon and liar. The Southern District of New York astutely described Cohen as a man who, quote, repeatedly used his power and influence for deceptive ends by engaging in, quote, extensive, deliberate and serious criminal conduct consistent with a, quote, pattern of deception that permeated his professional life. This was in a long, many page statement by him. It only gets worse. This is the witness, a stone cold loSer, real loser, that she used to justify her obsessive work, her obsessive investigation of me, even though he got in civil and criminal trouble for representing himself on a taxi cab company that he had and other things, and also others. As a lawyer, I once asked.
Attorney General of NY: If.
Donald Trump: You'Re innocent, why are you taking the Fifth Amendment? I was asking that question. Now I know the answer to that question. When your family, your company, and all the people in your orbit have become the targets of an unfounded, politically motivated witch hunt supported by lawyers, prosecutors, and even the fake news media, you really have no choice. We cannot permit a renegade and out of control prosecutor to use this investigation as a means of advancing her political career. New York deserves better, and this country deserves better. Being a prosecutor is a very important thing. This is a vindictive and self serving fishing expedition the likes of which this country has perhaps never seen before. If there was any question in my mind, the raid on my home two days ago, Mar a Lago, Palm Beach, Florida, by the FBI just two days prior to this deposition, think of it. Wiped out any of that uncertainty. I have absolutely no choice, because the current administration and many prosecutors in this country have lost all moral and ethical bounds of decency. Anyone in my position not taking the Fifth Amendment would be a fool. An absolute fool. One statement or answer that is ever so slightly off, just ever so slightly by accident, by mistake, such as it was a sunny, beautiful day, when actually it was slightly overcast, would be met by law enforcement at a level seldom seen in this country. Because I've experienced it. The United States Constitution exists for this very purpose, and I will utilize it to the fullest extent and defend myself against this malicious attack by this administration, this Attorney General's office, and all other attacks on my family, my business, and our country. Accordingly, under the advice of my counsel, and for all of the above reasons, I respectfully decline to answer the questions. Under the rights and privileges afforded to every citizen under the United States Constitution, this will be my answer to any further questions.
Senior Enforcement Counsel: Include, among the rights and privileges afforded every citizen under the United States Constitution, does that include the Fifth Amendment right to avoid incrimination?","Senior Enforcement Counsel: At 09:45 a.m.. Mr. Trump, I understand you have a statement that you wanted to read into the record.
Donald Trump: Yes.
Senior Enforcement Counsel: Would you please feel free to start at any time.
Donald Trump: Thank you very much.
Donald Trump: This is the greatest witch hunt in the history of our country. There has never been another president, or perhaps even another politician who has been persecuted, harassed, and in every other way unfairly treated like President Donald J. Trump. What letitia James has tried to do the last number of years is a disgrace to the legal system and affront to the New York State taxpayers and a violation of the solemn rights and protections afforded by the United States Constitution. She developed a political platform and made a career out of maliciously attacking me and my business before she even understood or was elected or reviewed one of the millions of pages of documents we willingly produced. We willingly produced these documents. James proclaimed that she, quote, looks forward to going into the office of Attorney general every day, suing me and then going home. This is during her campaign. She announced that she was obsessed with, quote, taking me on, taking me on, and that her eyes were set on Trump Tower, quote, Trump Tower. She even assured her supporters as an election promise very strongly that, quote, we're going to definitely sue him before she even knew anything about me. We're going to be a real pain in his ass. He's going to know my name personally. And she claimed I was on an illegitimate, and that it was an illegitimate president, quote, illegitimate president. In her AG speech, she promised to, quote, shine a bright light into every dark corner of Trump's real estate holdings. Shortly thereafter, she vowed to, quote, use every area of the law to investigate President Trump and his business transactions and that of his family as well. She knows nothing about us. This is when she knew absolutely nothing about us. It was very unfair. This whole thing is very unfair. As a pretense for commencing her bogus investigation, Letitia James relied on the testimony of Michael Cohen, a convicted felon and liar. The Southern District of New York astutely described Cohen as a man who, quote, repeatedly used his power and influence for deceptive ends by engaging in, quote, extensive, deliberate and serious criminal conduct consistent with a, quote, pattern of deception that permeated his professional life. This was in a long, many page statement by him. It only gets worse. This is the witness, a stone cold loSer, real loser, that she used to justify her obsessive work, her obsessive investigation of me, even though he got in civil and criminal trouble for representing himself on a taxi cab company that he had and other things, and also others. As a lawyer, I once asked.
Attorney General of NY: If.
Donald Trump: You'Re innocent, why are you taking the Fifth Amendment? I was asking that question. Now I know the answer to that question. When your family, your company, and all the people in your orbit have become the targets of an unfounded, politically motivated witch hunt supported by lawyers, prosecutors, and even the fake news media, you really have no choice. We cannot permit a renegade and out of control prosecutor to use this investigation as a means of advancing her political career. New York deserves better, and this country deserves better. Being a prosecutor is a very important thing. This is a vindictive and self serving fishing expedition the likes of which this country has perhaps never seen before. If there was any question in my mind, the raid on my home two days ago, Mar a Lago, Palm Beach, Florida, by the FBI just two days prior to this deposition, think of it. Wiped out any of that uncertainty. I have absolutely no choice, because the current administration and many prosecutors in this country have lost all moral and ethical bounds of decency. Anyone in my position not taking the Fifth Amendment would be a fool. An absolute fool. One statement or answer that is ever so slightly off, just ever so slightly by accident, by mistake, such as it was a sunny, beautiful day, when actually it was slightly overcast, would be met by law enforcement at a level seldom seen in this country. Because I've experienced it. The United States Constitution exists for this very purpose, and I will utilize it to the fullest extent and defend myself against this malicious attack by this administration, this Attorney General's office, and all other attacks on my family, my business, and our country. Accordingly, under the advice of my counsel, and for all of the above reasons, I respectfully decline to answer the questions. Under the rights and privileges afforded to every citizen under the United States Constitution, this will be my answer to any further questions.
Senior Enforcement Counsel: Include, among the rights and privileges afforded every citizen under the United States Constitution, does that include the Fifth Amendment right to avoid incrimination?
Attorney General of NY: Yes.
Senior Enforcement Counsel: Your counsel?
Donald Trump: Yes.
Senior Enforcement Counsel: Okay."
"Attorney General of NY: Yes.
Senior Enforcement Counsel: Your counsel?
Donald Trump: Yes.
Senior Enforcement Counsel: Okay.","Donald Trump: This is the greatest witch hunt in the history of our country. There has never been another president, or perhaps even another politician who has been persecuted, harassed, and in every other way unfairly treated like President Donald J. Trump. What letitia James has tried to do the last number of years is a disgrace to the legal system and affront to the New York State taxpayers and a violation of the solemn rights and protections afforded by the United States Constitution. She developed a political platform and made a career out of maliciously attacking me and my business before she even understood or was elected or reviewed one of the millions of pages of documents we willingly produced. We willingly produced these documents. James proclaimed that she, quote, looks forward to going into the office of Attorney general every day, suing me and then going home. This is during her campaign. She announced that she was obsessed with, quote, taking me on, taking me on, and that her eyes were set on Trump Tower, quote, Trump Tower. She even assured her supporters as an election promise very strongly that, quote, we're going to definitely sue him before she even knew anything about me. We're going to be a real pain in his ass. He's going to know my name personally. And she claimed I was on an illegitimate, and that it was an illegitimate president, quote, illegitimate president. In her AG speech, she promised to, quote, shine a bright light into every dark corner of Trump's real estate holdings. Shortly thereafter, she vowed to, quote, use every area of the law to investigate President Trump and his business transactions and that of his family as well. She knows nothing about us. This is when she knew absolutely nothing about us. It was very unfair. This whole thing is very unfair. As a pretense for commencing her bogus investigation, Letitia James relied on the testimony of Michael Cohen, a convicted felon and liar. The Southern District of New York astutely described Cohen as a man who, quote, repeatedly used his power and influence for deceptive ends by engaging in, quote, extensive, deliberate and serious criminal conduct consistent with a, quote, pattern of deception that permeated his professional life. This was in a long, many page statement by him. It only gets worse. This is the witness, a stone cold loSer, real loser, that she used to justify her obsessive work, her obsessive investigation of me, even though he got in civil and criminal trouble for representing himself on a taxi cab company that he had and other things, and also others. As a lawyer, I once asked.
Attorney General of NY: If.
Donald Trump: You'Re innocent, why are you taking the Fifth Amendment? I was asking that question. Now I know the answer to that question. When your family, your company, and all the people in your orbit have become the targets of an unfounded, politically motivated witch hunt supported by lawyers, prosecutors, and even the fake news media, you really have no choice. We cannot permit a renegade and out of control prosecutor to use this investigation as a means of advancing her political career. New York deserves better, and this country deserves better. Being a prosecutor is a very important thing. This is a vindictive and self serving fishing expedition the likes of which this country has perhaps never seen before. If there was any question in my mind, the raid on my home two days ago, Mar a Lago, Palm Beach, Florida, by the FBI just two days prior to this deposition, think of it. Wiped out any of that uncertainty. I have absolutely no choice, because the current administration and many prosecutors in this country have lost all moral and ethical bounds of decency. Anyone in my position not taking the Fifth Amendment would be a fool. An absolute fool. One statement or answer that is ever so slightly off, just ever so slightly by accident, by mistake, such as it was a sunny, beautiful day, when actually it was slightly overcast, would be met by law enforcement at a level seldom seen in this country. Because I've experienced it. The United States Constitution exists for this very purpose, and I will utilize it to the fullest extent and defend myself against this malicious attack by this administration, this Attorney General's office, and all other attacks on my family, my business, and our country. Accordingly, under the advice of my counsel, and for all of the above reasons, I respectfully decline to answer the questions. Under the rights and privileges afforded to every citizen under the United States Constitution, this will be my answer to any further questions.
Senior Enforcement Counsel: Include, among the rights and privileges afforded every citizen under the United States Constitution, does that include the Fifth Amendment right to avoid incrimination?
Attorney General of NY: Yes.
Senior Enforcement Counsel: Your counsel?
Donald Trump: Yes.
Senior Enforcement Counsel: Okay.
Senior Enforcement Counsel: I will just note for the record, that was a lengthy statement. Obviously, we disagree with the characterizations, but to keep today's proceedings moving, I'm going to move on to my questioning. Mr. Trump, I take it you are not going to answer any questions about your preparation today with your council.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Should I say this, or should I respond to that.
Attorney General of NY: Just read that."
"Senior Enforcement Counsel: I will just note for the record, that was a lengthy statement. Obviously, we disagree with the characterizations, but to keep today's proceedings moving, I'm going to move on to my questioning. Mr. Trump, I take it you are not going to answer any questions about your preparation today with your council.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Should I say this, or should I respond to that.
Attorney General of NY: Just read that.","Attorney General of NY: Yes.
Senior Enforcement Counsel: Your counsel?
Donald Trump: Yes.
Senior Enforcement Counsel: Okay.
Senior Enforcement Counsel: I will just note for the record, that was a lengthy statement. Obviously, we disagree with the characterizations, but to keep today's proceedings moving, I'm going to move on to my questioning. Mr. Trump, I take it you are not going to answer any questions about your preparation today with your council.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Should I say this, or should I respond to that.
Attorney General of NY: Just read that.
Donald Trump: For all of the reasons provided in my answer, which is incorporated herein in its entirety, I decline to answer the question.
Senior Enforcement Counsel: Mr. Trump, the focus of our investigation and what we are primarily going to cover today involves the presentation of your statements of financial condition between 2011 and the present. I take it you are generally familiar with those statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: For all of the reasons provided in my answer, which is incorporated herein in its entirety, I declined to answer the question."
"Donald Trump: For all of the reasons provided in my answer, which is incorporated herein in its entirety, I decline to answer the question.
Senior Enforcement Counsel: Mr. Trump, the focus of our investigation and what we are primarily going to cover today involves the presentation of your statements of financial condition between 2011 and the present. I take it you are generally familiar with those statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: For all of the reasons provided in my answer, which is incorporated herein in its entirety, I declined to answer the question.","Senior Enforcement Counsel: I will just note for the record, that was a lengthy statement. Obviously, we disagree with the characterizations, but to keep today's proceedings moving, I'm going to move on to my questioning. Mr. Trump, I take it you are not going to answer any questions about your preparation today with your council.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Should I say this, or should I respond to that.
Attorney General of NY: Just read that.
Donald Trump: For all of the reasons provided in my answer, which is incorporated herein in its entirety, I decline to answer the question.
Senior Enforcement Counsel: Mr. Trump, the focus of our investigation and what we are primarily going to cover today involves the presentation of your statements of financial condition between 2011 and the present. I take it you are generally familiar with those statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: For all of the reasons provided in my answer, which is incorporated herein in its entirety, I declined to answer the question.
Court Reporter: Okay.
Senior Enforcement Counsel: Did you review any of those statements from the period 2011 to 2021 during your preparation for today's testimony?
Donald Trump: For all of the reasons provided in my answer, which is incorporated herein in its entirety, I decline to answer the question.
Senior Enforcement Counsel: Counsel, I think we can all stipulate that if he says same answer, we will all understand it to be the same invocation. That's correct. To speed things up. No problem with that. Note, sir, you are currently the president of the Trump Organization."
"Court Reporter: Okay.
Senior Enforcement Counsel: Did you review any of those statements from the period 2011 to 2021 during your preparation for today's testimony?
Donald Trump: For all of the reasons provided in my answer, which is incorporated herein in its entirety, I decline to answer the question.
Senior Enforcement Counsel: Counsel, I think we can all stipulate that if he says same answer, we will all understand it to be the same invocation. That's correct. To speed things up. No problem with that. Note, sir, you are currently the president of the Trump Organization.","Donald Trump: For all of the reasons provided in my answer, which is incorporated herein in its entirety, I decline to answer the question.
Senior Enforcement Counsel: Mr. Trump, the focus of our investigation and what we are primarily going to cover today involves the presentation of your statements of financial condition between 2011 and the present. I take it you are generally familiar with those statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: For all of the reasons provided in my answer, which is incorporated herein in its entirety, I declined to answer the question.
Court Reporter: Okay.
Senior Enforcement Counsel: Did you review any of those statements from the period 2011 to 2021 during your preparation for today's testimony?
Donald Trump: For all of the reasons provided in my answer, which is incorporated herein in its entirety, I decline to answer the question.
Senior Enforcement Counsel: Counsel, I think we can all stipulate that if he says same answer, we will all understand it to be the same invocation. That's correct. To speed things up. No problem with that. Note, sir, you are currently the president of the Trump Organization.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: And when I refer to the Trump Organization, is it accurate to describe that as the trade name for an umbrella organization that holds assets beneficially owned by you?
Senior Enforcement Counsel: Same answer Is it fair to say."
"Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: And when I refer to the Trump Organization, is it accurate to describe that as the trade name for an umbrella organization that holds assets beneficially owned by you?
Senior Enforcement Counsel: Same answer Is it fair to say.","Court Reporter: Okay.
Senior Enforcement Counsel: Did you review any of those statements from the period 2011 to 2021 during your preparation for today's testimony?
Donald Trump: For all of the reasons provided in my answer, which is incorporated herein in its entirety, I decline to answer the question.
Senior Enforcement Counsel: Counsel, I think we can all stipulate that if he says same answer, we will all understand it to be the same invocation. That's correct. To speed things up. No problem with that. Note, sir, you are currently the president of the Trump Organization.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: And when I refer to the Trump Organization, is it accurate to describe that as the trade name for an umbrella organization that holds assets beneficially owned by you?
Senior Enforcement Counsel: Same answer Is it fair to say.
Senior Enforcement Counsel: That the TruMP organization sits on top of several hundred different legal entities?
Donald Trump: Same answer.
Senior Enforcement Counsel: Are the assets of the Trump Organization currently held in a revocable trust?
Donald Trump: Same answer."
"Senior Enforcement Counsel: That the TruMP organization sits on top of several hundred different legal entities?
Donald Trump: Same answer.
Senior Enforcement Counsel: Are the assets of the Trump Organization currently held in a revocable trust?
Donald Trump: Same answer.","Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: And when I refer to the Trump Organization, is it accurate to describe that as the trade name for an umbrella organization that holds assets beneficially owned by you?
Senior Enforcement Counsel: Same answer Is it fair to say.
Senior Enforcement Counsel: That the TruMP organization sits on top of several hundred different legal entities?
Donald Trump: Same answer.
Senior Enforcement Counsel: Are the assets of the Trump Organization currently held in a revocable trust?
Donald Trump: Same answer.
Senior Enforcement Counsel: Is that revocable trust. The Donald J. Trump Revocable Trust dated April 7, 2014?
Donald Trump: Same answer.
Senior Enforcement Counsel: And you are the donor of the assets in that trust, is that correct?
Donald Trump: Same answer."
"Senior Enforcement Counsel: Is that revocable trust. The Donald J. Trump Revocable Trust dated April 7, 2014?
Donald Trump: Same answer.
Senior Enforcement Counsel: And you are the donor of the assets in that trust, is that correct?
Donald Trump: Same answer.","Senior Enforcement Counsel: That the TruMP organization sits on top of several hundred different legal entities?
Donald Trump: Same answer.
Senior Enforcement Counsel: Are the assets of the Trump Organization currently held in a revocable trust?
Donald Trump: Same answer.
Senior Enforcement Counsel: Is that revocable trust. The Donald J. Trump Revocable Trust dated April 7, 2014?
Donald Trump: Same answer.
Senior Enforcement Counsel: And you are the donor of the assets in that trust, is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: And you are the sole beneficiary of the assets in that trust.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Why did you form that trust in April 2014?"
"Senior Enforcement Counsel: And you are the sole beneficiary of the assets in that trust.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Why did you form that trust in April 2014?","Senior Enforcement Counsel: Is that revocable trust. The Donald J. Trump Revocable Trust dated April 7, 2014?
Donald Trump: Same answer.
Senior Enforcement Counsel: And you are the donor of the assets in that trust, is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: And you are the sole beneficiary of the assets in that trust.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Why did you form that trust in April 2014?
Donald Trump: Same answer.
Senior Enforcement Counsel: Who were the trustees when the trust was first founded?
Donald Trump: Same answer.
Senior Enforcement Counsel: At some point, Alan Weisselberg and your son, Don Jr. Were the trustees."
"Donald Trump: Same answer.
Senior Enforcement Counsel: Who were the trustees when the trust was first founded?
Donald Trump: Same answer.
Senior Enforcement Counsel: At some point, Alan Weisselberg and your son, Don Jr. Were the trustees.","Senior Enforcement Counsel: And you are the sole beneficiary of the assets in that trust.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Why did you form that trust in April 2014?
Donald Trump: Same answer.
Senior Enforcement Counsel: Who were the trustees when the trust was first founded?
Donald Trump: Same answer.
Senior Enforcement Counsel: At some point, Alan Weisselberg and your son, Don Jr. Were the trustees.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Did you ever consider retaining independent trustees to oversee the trust?
Donald Trump: Same answer."
"Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Did you ever consider retaining independent trustees to oversee the trust?
Donald Trump: Same answer.","Donald Trump: Same answer.
Senior Enforcement Counsel: Who were the trustees when the trust was first founded?
Donald Trump: Same answer.
Senior Enforcement Counsel: At some point, Alan Weisselberg and your son, Don Jr. Were the trustees.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Did you ever consider retaining independent trustees to oversee the trust?
Donald Trump: Same answer.
Senior Enforcement Counsel: At present, your son, Don Jr. Is the sole trustee.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Court Reporter: Thank you."
"Senior Enforcement Counsel: At present, your son, Don Jr. Is the sole trustee.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Court Reporter: Thank you.","Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Did you ever consider retaining independent trustees to oversee the trust?
Donald Trump: Same answer.
Senior Enforcement Counsel: At present, your son, Don Jr. Is the sole trustee.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Court Reporter: Thank you.
Senior Enforcement Counsel: Mr. Trump, the court reporters handed you a document. It is a printout of an Excel spreadsheet, so it doesn't have a document number on it. But I'll represent to you that it is the supporting spreadsheet for your Statement of Financial condition for the year June 30, 2011. Do you recognize the form of this document? Same Answer this is the supporting data spreadsheet that was used to prepare your 2011 Statement of Financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: The spreadsheet is used to calculate the valuations contained in the statement of financial condition."
"Senior Enforcement Counsel: Mr. Trump, the court reporters handed you a document. It is a printout of an Excel spreadsheet, so it doesn't have a document number on it. But I'll represent to you that it is the supporting spreadsheet for your Statement of Financial condition for the year June 30, 2011. Do you recognize the form of this document? Same Answer this is the supporting data spreadsheet that was used to prepare your 2011 Statement of Financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: The spreadsheet is used to calculate the valuations contained in the statement of financial condition.","Senior Enforcement Counsel: At present, your son, Don Jr. Is the sole trustee.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Court Reporter: Thank you.
Senior Enforcement Counsel: Mr. Trump, the court reporters handed you a document. It is a printout of an Excel spreadsheet, so it doesn't have a document number on it. But I'll represent to you that it is the supporting spreadsheet for your Statement of Financial condition for the year June 30, 2011. Do you recognize the form of this document? Same Answer this is the supporting data spreadsheet that was used to prepare your 2011 Statement of Financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: The spreadsheet is used to calculate the valuations contained in the statement of financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed this document with Alan Weisselberg before it was finalized as part of the 2011 Statement of Financial Condition. Is that correct?
Donald Trump: Answer."
"Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed this document with Alan Weisselberg before it was finalized as part of the 2011 Statement of Financial Condition. Is that correct?
Donald Trump: Answer.","Senior Enforcement Counsel: Mr. Trump, the court reporters handed you a document. It is a printout of an Excel spreadsheet, so it doesn't have a document number on it. But I'll represent to you that it is the supporting spreadsheet for your Statement of Financial condition for the year June 30, 2011. Do you recognize the form of this document? Same Answer this is the supporting data spreadsheet that was used to prepare your 2011 Statement of Financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: The spreadsheet is used to calculate the valuations contained in the statement of financial condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed this document with Alan Weisselberg before it was finalized as part of the 2011 Statement of Financial Condition. Is that correct?
Donald Trump: Answer.
Senior Enforcement Counsel: You reviewed this document with Jeff McConney before the 2011 statement of financial condition was issued.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed and approved the valuations and valuation methods contained in this document before it was finalized."
"Senior Enforcement Counsel: You reviewed this document with Jeff McConney before the 2011 statement of financial condition was issued.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed and approved the valuations and valuation methods contained in this document before it was finalized.","Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed this document with Alan Weisselberg before it was finalized as part of the 2011 Statement of Financial Condition. Is that correct?
Donald Trump: Answer.
Senior Enforcement Counsel: You reviewed this document with Jeff McConney before the 2011 statement of financial condition was issued.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed and approved the valuations and valuation methods contained in this document before it was finalized.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: And you approved the valuations and valuation methods contained in this document before it was finalized.
Senior Enforcement Counsel: Is that correct?"
